,names,scores,logfoldchanges,pvals,Cohort,Drug,Target,Test,CellType,logPval_dir,Treatment
5,LSPC-Primed,-1.963961,-0.79986334,0.049534613435626706,MV411,Brequinar,DHODH,wilcox,LSPC-Primed,-3.005083592450989,Brequinar [MV411]
6,LSPC-Cycle,-1.963961,-0.41550824,0.049534613435626706,MV411,Brequinar,DHODH,wilcox,LSPC-Cycle,-3.005083592450989,Brequinar [MV411]
7,GMP-like,-1.963961,-0.9507752,0.049534613435626706,MV411,Brequinar,DHODH,wilcox,GMP-like,-3.005083592450989,Brequinar [MV411]
0,PC2,1.963961,,0.049534613435626706,MV411,BAY155,Menin-MLL,wilcox,PC2,3.005083592450989,BAY155 [MV411]
1,ProMono-like,1.963961,0.7712832,0.049534613435626706,MV411,BAY155,Menin-MLL,wilcox,ProMono-like,3.005083592450989,BAY155 [MV411]
2,Mono-like,1.963961,27.529646,0.049534613435626706,MV411,BAY155,Menin-MLL,wilcox,Mono-like,3.005083592450989,BAY155 [MV411]
3,GMP-like,1.963961,1.9874798,0.049534613435626706,MV411,BAY155,Menin-MLL,wilcox,GMP-like,3.005083592450989,BAY155 [MV411]
4,LSPC-Quiescent,0.65465367,0.10774765,0.5126907602619233,MV411,BAY155,Menin-MLL,wilcox,LSPC-Quiescent,0.6680824220792302,BAY155 [MV411]
5,LSPC-Primed,-1.0910895,-0.2236829,0.27523352407483426,MV411,BAY155,Menin-MLL,wilcox,LSPC-Primed,-1.2901353632096608,BAY155 [MV411]
6,cDC-like,-1.963961,-1.2891202,0.049534613435626706,MV411,BAY155,Menin-MLL,wilcox,cDC-like,-3.005083592450989,BAY155 [MV411]
7,LSPC-Cycle,-1.963961,-0.33579394,0.049534613435626706,MV411,BAY155,Menin-MLL,wilcox,LSPC-Cycle,-3.005083592450989,BAY155 [MV411]
0,PC2,1.963961,,0.049534613435626706,MV411,EPZ5676,DOT1L,wilcox,PC2,3.005083592450989,EPZ5676 [MV411]
1,ProMono-like,1.963961,2.6141937,0.049534613435626706,MV411,EPZ5676,DOT1L,wilcox,ProMono-like,3.005083592450989,EPZ5676 [MV411]
2,Mono-like,1.963961,4.513337,0.049534613435626706,MV411,EPZ5676,DOT1L,wilcox,Mono-like,3.005083592450989,EPZ5676 [MV411]
3,GMP-like,1.963961,3.0865612,0.049534613435626706,MV411,EPZ5676,DOT1L,wilcox,GMP-like,3.005083592450989,EPZ5676 [MV411]
4,LSPC-Cycle,1.963961,0.9391567,0.049534613435626706,MV411,EPZ5676,DOT1L,wilcox,LSPC-Cycle,3.005083592450989,EPZ5676 [MV411]
5,cDC-like,-1.963961,-1.8306236,0.049534613435626706,MV411,EPZ5676,DOT1L,wilcox,cDC-like,-3.005083592450989,EPZ5676 [MV411]
6,LSPC-Quiescent,-1.963961,-0.6160627,0.049534613435626706,MV411,EPZ5676,DOT1L,wilcox,LSPC-Quiescent,-3.005083592450989,EPZ5676 [MV411]
7,LSPC-Primed,-1.963961,-0.98440474,0.049534613435626706,MV411,EPZ5676,DOT1L,wilcox,LSPC-Primed,-3.005083592450989,EPZ5676 [MV411]
0,PC2,1.963961,,0.049534613435626706,MV411,OTX015,BET,wilcox,PC2,3.005083592450989,OTX015 [MV411]
1,Mono-like,1.963961,25.97211,0.049534613435626706,MV411,OTX015,BET,wilcox,Mono-like,3.005083592450989,OTX015 [MV411]
2,LSPC-Primed,1.963961,0.75119895,0.049534613435626706,MV411,OTX015,BET,wilcox,LSPC-Primed,3.005083592450989,OTX015 [MV411]
3,LSPC-Cycle,1.963961,0.63475186,0.049534613435626706,MV411,OTX015,BET,wilcox,LSPC-Cycle,3.005083592450989,OTX015 [MV411]
4,cDC-like,-1.963961,-0.7009645,0.049534613435626706,MV411,OTX015,BET,wilcox,cDC-like,-3.005083592450989,OTX015 [MV411]
5,ProMono-like,-1.963961,-1.4831438,0.049534613435626706,MV411,OTX015,BET,wilcox,ProMono-like,-3.005083592450989,OTX015 [MV411]
6,LSPC-Quiescent,-1.963961,-27.298916,0.049534613435626706,MV411,OTX015,BET,wilcox,LSPC-Quiescent,-3.005083592450989,OTX015 [MV411]
7,GMP-like,-1.963961,-0.6221285,0.049534613435626706,MV411,OTX015,BET,wilcox,GMP-like,-3.005083592450989,OTX015 [MV411]
0,Mono-like,1.7320508,26.085234,0.0832645166635504,MV411,BAY1251152,CDK9,wilcox,Mono-like,2.48573279098608,BAY1251152 [MV411]
1,LSPC-Cycle,1.7320508,0.22769894,0.0832645166635504,MV411,BAY1251152,CDK9,wilcox,LSPC-Cycle,2.48573279098608,BAY1251152 [MV411]
2,PC2,0.57735026,-0.14051384,0.5637028616507731,MV411,BAY1251152,CDK9,wilcox,PC2,0.5732280073583128,BAY1251152 [MV411]
3,LSPC-Quiescent,0.57735026,0.121343546,0.5637028616507731,MV411,BAY1251152,CDK9,wilcox,LSPC-Quiescent,0.5732280073583128,BAY1251152 [MV411]
4,LSPC-Primed,0.0,-0.054508552,1.0,MV411,BAY1251152,CDK9,wilcox,LSPC-Primed,-0.0,BAY1251152 [MV411]
5,cDC-like,-1.7320508,-0.72133875,0.0832645166635504,MV411,BAY1251152,CDK9,wilcox,cDC-like,-2.48573279098608,BAY1251152 [MV411]
6,ProMono-like,-1.7320508,-0.6866586,0.0832645166635504,MV411,BAY1251152,CDK9,wilcox,ProMono-like,-2.48573279098608,BAY1251152 [MV411]
7,GMP-like,-1.7320508,-0.3128481,0.0832645166635504,MV411,BAY1251152,CDK9,wilcox,GMP-like,-2.48573279098608,BAY1251152 [MV411]
0,LSPC-Primed,0.7745967,0.102898225,0.4385780260809998,OCIAML5,Brequinar,DHODH,wilcox,LSPC-Primed,0.8242175443879222,Brequinar [OCIAML5]
1,GMP-like,0.2581989,-0.04006283,0.7962534147376392,OCIAML5,Brequinar,DHODH,wilcox,GMP-like,0.22783778358045198,Brequinar [OCIAML5]
2,ProMono-like,0.0,-0.003876062,1.0,OCIAML5,Brequinar,DHODH,wilcox,ProMono-like,-0.0,Brequinar [OCIAML5]
3,LSPC-Quiescent,0.0,-0.114966474,1.0,OCIAML5,Brequinar,DHODH,wilcox,LSPC-Quiescent,-0.0,Brequinar [OCIAML5]
4,LSPC-Cycle,0.0,0.024791855,1.0,OCIAML5,Brequinar,DHODH,wilcox,LSPC-Cycle,-0.0,Brequinar [OCIAML5]
5,Mono-like,-0.2581989,0.87628275,0.7962534147376392,OCIAML5,Brequinar,DHODH,wilcox,Mono-like,-0.22783778358045198,Brequinar [OCIAML5]
6,PC2,-0.5163978,-0.03736747,0.6055766163353464,OCIAML5,Brequinar,DHODH,wilcox,PC2,-0.501574189996472,Brequinar [OCIAML5]
7,cDC-like,-1.0327955,-0.027244868,0.3016995824783478,OCIAML5,Brequinar,DHODH,wilcox,cDC-like,-1.1983235167148383,Brequinar [OCIAML5]
0,cDC-like,1.2909944,0.037312478,0.19670560245894686,OCIAML5,BAY155,Menin-MLL,wilcox,cDC-like,1.6260470717408448,BAY155 [OCIAML5]
1,PC2,0.7745967,-0.05724146,0.4385780260809998,OCIAML5,BAY155,Menin-MLL,wilcox,PC2,0.8242175443879222,BAY155 [OCIAML5]
2,LSPC-Primed,0.5163978,0.06411177,0.6055766163353464,OCIAML5,BAY155,Menin-MLL,wilcox,LSPC-Primed,0.501574189996472,BAY155 [OCIAML5]
3,ProMono-like,0.2581989,0.02502519,0.7962534147376392,OCIAML5,BAY155,Menin-MLL,wilcox,ProMono-like,0.22783778358045198,BAY155 [OCIAML5]
4,Mono-like,0.2581989,0.09916671,0.7962534147376392,OCIAML5,BAY155,Menin-MLL,wilcox,Mono-like,0.22783778358045198,BAY155 [OCIAML5]
5,GMP-like,0.0,0.0155455405,1.0,OCIAML5,BAY155,Menin-MLL,wilcox,GMP-like,-0.0,BAY155 [OCIAML5]
6,LSPC-Quiescent,-0.2581989,-0.04182909,0.7962534147376392,OCIAML5,BAY155,Menin-MLL,wilcox,LSPC-Quiescent,-0.22783778358045198,BAY155 [OCIAML5]
7,LSPC-Cycle,-1.0327955,-0.04041441,0.3016995824783478,OCIAML5,BAY155,Menin-MLL,wilcox,LSPC-Cycle,-1.1983235167148383,BAY155 [OCIAML5]
0,PC2,1.963961,-1.2053217,0.049534613435626706,OCIAML5,EPZ5676,DOT1L,wilcox,PC2,3.005083592450989,EPZ5676 [OCIAML5]
1,GMP-like,1.963961,0.69125575,0.049534613435626706,OCIAML5,EPZ5676,DOT1L,wilcox,GMP-like,3.005083592450989,EPZ5676 [OCIAML5]
2,ProMono-like,1.963961,0.5610517,0.049534613435626706,OCIAML5,EPZ5676,DOT1L,wilcox,ProMono-like,3.005083592450989,EPZ5676 [OCIAML5]
3,Mono-like,1.963961,3.019653,0.049534613435626706,OCIAML5,EPZ5676,DOT1L,wilcox,Mono-like,3.005083592450989,EPZ5676 [OCIAML5]
4,LSPC-Cycle,1.5275252,0.110139325,0.12663045794761718,OCIAML5,EPZ5676,DOT1L,wilcox,LSPC-Cycle,2.0664822141033747,EPZ5676 [OCIAML5]
5,LSPC-Primed,0.65465367,0.07475839,0.5126907602619233,OCIAML5,EPZ5676,DOT1L,wilcox,LSPC-Primed,0.6680824220792302,EPZ5676 [OCIAML5]
6,LSPC-Quiescent,-1.5275252,-0.59318084,0.12663045794761718,OCIAML5,EPZ5676,DOT1L,wilcox,LSPC-Quiescent,-2.0664822141033747,EPZ5676 [OCIAML5]
7,cDC-like,-1.963961,-0.07428018,0.049534613435626706,OCIAML5,EPZ5676,DOT1L,wilcox,cDC-like,-3.005083592450989,EPZ5676 [OCIAML5]
0,PC2,2.32379,-0.6874627,0.02013675155034634,OCIAML5,OTX015,BET,wilcox,PC2,3.905208698129587,OTX015 [OCIAML5]
1,Mono-like,2.32379,0.90225726,0.02013675155034634,OCIAML5,OTX015,BET,wilcox,Mono-like,3.905208698129587,OTX015 [OCIAML5]
2,LSPC-Primed,2.32379,0.85390913,0.02013675155034634,OCIAML5,OTX015,BET,wilcox,LSPC-Primed,3.905208698129587,OTX015 [OCIAML5]
3,LSPC-Cycle,2.32379,0.5449738,0.02013675155034634,OCIAML5,OTX015,BET,wilcox,LSPC-Cycle,3.905208698129587,OTX015 [OCIAML5]
4,cDC-like,-2.32379,-0.3639551,0.02013675155034634,OCIAML5,OTX015,BET,wilcox,cDC-like,-3.905208698129587,OTX015 [OCIAML5]
5,ProMono-like,-2.32379,-2.7319872,0.02013675155034634,OCIAML5,OTX015,BET,wilcox,ProMono-like,-3.905208698129587,OTX015 [OCIAML5]
6,LSPC-Quiescent,-2.32379,-27.564528,0.02013675155034634,OCIAML5,OTX015,BET,wilcox,LSPC-Quiescent,-3.905208698129587,OTX015 [OCIAML5]
7,GMP-like,-2.32379,-1.4847139,0.02013675155034634,OCIAML5,OTX015,BET,wilcox,GMP-like,-3.905208698129587,OTX015 [OCIAML5]
0,PC2,2.32379,-0.25920135,0.02013675155034634,OCIAML5,BAY1251152,CDK9,wilcox,PC2,3.905208698129587,BAY1251152 [OCIAML5]
1,Mono-like,2.32379,3.8229766,0.02013675155034634,OCIAML5,BAY1251152,CDK9,wilcox,Mono-like,3.905208698129587,BAY1251152 [OCIAML5]
2,LSPC-Cycle,2.32379,0.1774213,0.02013675155034634,OCIAML5,BAY1251152,CDK9,wilcox,LSPC-Cycle,3.905208698129587,BAY1251152 [OCIAML5]
3,ProMono-like,0.0,-0.03003215,1.0,OCIAML5,BAY1251152,CDK9,wilcox,ProMono-like,-0.0,BAY1251152 [OCIAML5]
4,LSPC-Primed,0.0,-0.06193267,1.0,OCIAML5,BAY1251152,CDK9,wilcox,LSPC-Primed,-0.0,BAY1251152 [OCIAML5]
5,LSPC-Quiescent,-1.0327955,-0.23314306,0.3016995824783478,OCIAML5,BAY1251152,CDK9,wilcox,LSPC-Quiescent,-1.1983235167148383,BAY1251152 [OCIAML5]
6,cDC-like,-2.32379,-0.13685977,0.02013675155034634,OCIAML5,BAY1251152,CDK9,wilcox,cDC-like,-3.905208698129587,BAY1251152 [OCIAML5]
7,GMP-like,-2.32379,-0.20998096,0.02013675155034634,OCIAML5,BAY1251152,CDK9,wilcox,GMP-like,-3.905208698129587,BAY1251152 [OCIAML5]
0,PC2,1.963961,-1.1099457,0.049534613435626706,HL60,Brequinar,DHODH,wilcox,PC2,3.005083592450989,Brequinar [HL60]
1,cDC-like,1.963961,0.72064924,0.049534613435626706,HL60,Brequinar,DHODH,wilcox,cDC-like,3.005083592450989,Brequinar [HL60]
2,Mono-like,1.963961,0.7123332,0.049534613435626706,HL60,Brequinar,DHODH,wilcox,Mono-like,3.005083592450989,Brequinar [HL60]
3,LSPC-Cycle,1.963961,26.658188,0.049534613435626706,HL60,Brequinar,DHODH,wilcox,LSPC-Cycle,3.005083592450989,Brequinar [HL60]
4,LSPC-Primed,1.0910895,2.1322536,0.27523352407483426,HL60,Brequinar,DHODH,wilcox,LSPC-Primed,1.2901353632096608,Brequinar [HL60]
5,ProMono-like,0.0,0.0,1.0,HL60,Brequinar,DHODH,wilcox,ProMono-like,-0.0,Brequinar [HL60]
6,LSPC-Quiescent,-1.3093073,-23.681005,0.19043026382552397,HL60,Brequinar,DHODH,wilcox,LSPC-Quiescent,-1.6584692205924063,Brequinar [HL60]
7,GMP-like,-1.963961,-0.48877263,0.049534613435626706,HL60,Brequinar,DHODH,wilcox,GMP-like,-3.005083592450989,Brequinar [HL60]
0,PC2,0.65465367,-0.06554915,0.5126907602619233,HL60,BAY155,Menin-MLL,wilcox,PC2,0.6680824220792302,BAY155 [HL60]
1,cDC-like,0.65465367,0.133418,0.5126907602619233,HL60,BAY155,Menin-MLL,wilcox,cDC-like,0.6680824220792302,BAY155 [HL60]
2,LSPC-Cycle,0.65465367,21.084963,0.5126907602619233,HL60,BAY155,Menin-MLL,wilcox,LSPC-Cycle,0.6680824220792302,BAY155 [HL60]
3,Mono-like,0.2182179,0.06106587,0.8272593465627113,HL60,BAY155,Menin-MLL,wilcox,Mono-like,0.1896370338910093,BAY155 [HL60]
4,ProMono-like,0.0,0.0,1.0,HL60,BAY155,Menin-MLL,wilcox,ProMono-like,-0.0,BAY155 [HL60]
5,LSPC-Quiescent,0.0,0.23695453,1.0,HL60,BAY155,Menin-MLL,wilcox,LSPC-Quiescent,-0.0,BAY155 [HL60]
6,LSPC-Primed,-0.2182179,-1.2868359,0.8272593465627113,HL60,BAY155,Menin-MLL,wilcox,LSPC-Primed,-0.1896370338910093,BAY155 [HL60]
7,GMP-like,-1.5275252,-0.031380385,0.12663045794761718,HL60,BAY155,Menin-MLL,wilcox,GMP-like,-2.0664822141033747,BAY155 [HL60]
0,PC2,1.963961,-0.65902597,0.049534613435626706,HL60,EPZ5676,DOT1L,wilcox,PC2,3.005083592450989,EPZ5676 [HL60]
1,cDC-like,1.963961,0.3023238,0.049534613435626706,HL60,EPZ5676,DOT1L,wilcox,cDC-like,3.005083592450989,EPZ5676 [HL60]
2,Mono-like,1.963961,0.578523,0.049534613435626706,HL60,EPZ5676,DOT1L,wilcox,Mono-like,3.005083592450989,EPZ5676 [HL60]
3,LSPC-Cycle,1.963961,4.3515162,0.049534613435626706,HL60,EPZ5676,DOT1L,wilcox,LSPC-Cycle,3.005083592450989,EPZ5676 [HL60]
4,LSPC-Primed,1.0910895,0.7117892,0.27523352407483426,HL60,EPZ5676,DOT1L,wilcox,LSPC-Primed,1.2901353632096608,EPZ5676 [HL60]
5,LSPC-Quiescent,0.2182179,0.6674611,0.8272593465627113,HL60,EPZ5676,DOT1L,wilcox,LSPC-Quiescent,0.1896370338910093,EPZ5676 [HL60]
6,ProMono-like,0.0,0.0,1.0,HL60,EPZ5676,DOT1L,wilcox,ProMono-like,-0.0,EPZ5676 [HL60]
7,GMP-like,-1.963961,-0.6306204,0.049534613435626706,HL60,EPZ5676,DOT1L,wilcox,GMP-like,-3.005083592450989,EPZ5676 [HL60]
0,PC2,1.963961,-0.24667974,0.049534613435626706,HL60,OTX015,BET,wilcox,PC2,3.005083592450989,OTX015 [HL60]
1,cDC-like,1.963961,0.31958193,0.049534613435626706,HL60,OTX015,BET,wilcox,cDC-like,3.005083592450989,OTX015 [HL60]
2,LSPC-Primed,1.963961,4.2595906,0.049534613435626706,HL60,OTX015,BET,wilcox,LSPC-Primed,3.005083592450989,OTX015 [HL60]
3,LSPC-Cycle,1.963961,25.889885,0.049534613435626706,HL60,OTX015,BET,wilcox,LSPC-Cycle,3.005083592450989,OTX015 [HL60]
4,Mono-like,0.65465367,0.11483679,0.5126907602619233,HL60,OTX015,BET,wilcox,Mono-like,0.6680824220792302,OTX015 [HL60]
5,ProMono-like,0.0,0.0,1.0,HL60,OTX015,BET,wilcox,ProMono-like,-0.0,OTX015 [HL60]
6,LSPC-Quiescent,-1.3093073,-23.681005,0.19043026382552397,HL60,OTX015,BET,wilcox,LSPC-Quiescent,-1.6584692205924063,OTX015 [HL60]
7,GMP-like,-1.963961,-0.3689084,0.049534613435626706,HL60,OTX015,BET,wilcox,GMP-like,-3.005083592450989,OTX015 [HL60]
0,GMP-like,1.0910895,0.011880887,0.27523352407483426,HL60,BAY1251152,CDK9,wilcox,GMP-like,1.2901353632096608,BAY1251152 [HL60]
1,Mono-like,1.0910895,0.26745474,0.27523352407483426,HL60,BAY1251152,CDK9,wilcox,Mono-like,1.2901353632096608,BAY1251152 [HL60]
2,LSPC-Quiescent,0.65465367,0.6234387,0.5126907602619233,HL60,BAY1251152,CDK9,wilcox,LSPC-Quiescent,0.6680824220792302,BAY1251152 [HL60]
3,LSPC-Primed,0.2182179,1.1241467,0.8272593465627113,HL60,BAY1251152,CDK9,wilcox,LSPC-Primed,0.1896370338910093,BAY1251152 [HL60]
4,ProMono-like,0.0,0.0,1.0,HL60,BAY1251152,CDK9,wilcox,ProMono-like,-0.0,BAY1251152 [HL60]
5,LSPC-Cycle,0.0,0.0,1.0,HL60,BAY1251152,CDK9,wilcox,LSPC-Cycle,-0.0,BAY1251152 [HL60]
6,PC2,-1.0910895,0.08774472,0.27523352407483426,HL60,BAY1251152,CDK9,wilcox,PC2,-1.2901353632096608,BAY1251152 [HL60]
7,cDC-like,-1.963961,-0.47464943,0.049534613435626706,HL60,BAY1251152,CDK9,wilcox,cDC-like,-3.005083592450989,BAY1251152 [HL60]
0,PC2,1.963961,5.8746166,0.049534613435626706,OCIAML3,Brequinar,DHODH,wilcox,PC2,3.005083592450989,Brequinar [OCIAML3]
1,Mono-like,1.963961,0.8163243,0.049534613435626706,OCIAML3,Brequinar,DHODH,wilcox,Mono-like,3.005083592450989,Brequinar [OCIAML3]
2,LSPC-Cycle,1.963961,0.44146356,0.049534613435626706,OCIAML3,Brequinar,DHODH,wilcox,LSPC-Cycle,3.005083592450989,Brequinar [OCIAML3]
3,ProMono-like,0.65465367,0.27945614,0.5126907602619233,OCIAML3,Brequinar,DHODH,wilcox,ProMono-like,0.6680824220792302,Brequinar [OCIAML3]
4,LSPC-Primed,-0.2182179,-0.08039953,0.8272593465627113,OCIAML3,Brequinar,DHODH,wilcox,LSPC-Primed,-0.1896370338910093,Brequinar [OCIAML3]
5,cDC-like,-1.963961,-0.3366837,0.049534613435626706,OCIAML3,Brequinar,DHODH,wilcox,cDC-like,-3.005083592450989,Brequinar [OCIAML3]
6,LSPC-Quiescent,-1.963961,-3.9028008,0.049534613435626706,OCIAML3,Brequinar,DHODH,wilcox,LSPC-Quiescent,-3.005083592450989,Brequinar [OCIAML3]
7,GMP-like,-1.963961,-0.54215515,0.049534613435626706,OCIAML3,Brequinar,DHODH,wilcox,GMP-like,-3.005083592450989,Brequinar [OCIAML3]
0,cDC-like,1.963961,0.12672296,0.049534613435626706,OCIAML3,BAY155,Menin-MLL,wilcox,cDC-like,3.005083592450989,BAY155 [OCIAML3]
1,LSPC-Cycle,1.963961,0.06959125,0.049534613435626706,OCIAML3,BAY155,Menin-MLL,wilcox,LSPC-Cycle,3.005083592450989,BAY155 [OCIAML3]
2,PC2,1.5275252,4.166063,0.12663045794761718,OCIAML3,BAY155,Menin-MLL,wilcox,PC2,2.0664822141033747,BAY155 [OCIAML3]
3,Mono-like,0.2182179,0.038783614,0.8272593465627113,OCIAML3,BAY155,Menin-MLL,wilcox,Mono-like,0.1896370338910093,BAY155 [OCIAML3]
4,GMP-like,-0.2182179,-0.15635653,0.8272593465627113,OCIAML3,BAY155,Menin-MLL,wilcox,GMP-like,-0.1896370338910093,BAY155 [OCIAML3]
5,LSPC-Primed,-0.2182179,0.041025817,0.8272593465627113,OCIAML3,BAY155,Menin-MLL,wilcox,LSPC-Primed,-0.1896370338910093,BAY155 [OCIAML3]
6,ProMono-like,-0.65465367,-0.11399617,0.5126907602619233,OCIAML3,BAY155,Menin-MLL,wilcox,ProMono-like,-0.6680824220792302,BAY155 [OCIAML3]
7,LSPC-Quiescent,-1.0910895,-0.4710788,0.27523352407483426,OCIAML3,BAY155,Menin-MLL,wilcox,LSPC-Quiescent,-1.2901353632096608,BAY155 [OCIAML3]
0,ProMono-like,1.963961,1.17258,0.049534613435626706,OCIAML3,EPZ5676,DOT1L,wilcox,ProMono-like,3.005083592450989,EPZ5676 [OCIAML3]
1,GMP-like,0.65465367,0.09606725,0.5126907602619233,OCIAML3,EPZ5676,DOT1L,wilcox,GMP-like,0.6680824220792302,EPZ5676 [OCIAML3]
2,LSPC-Quiescent,0.2182179,0.21814585,0.8272593465627113,OCIAML3,EPZ5676,DOT1L,wilcox,LSPC-Quiescent,0.1896370338910093,EPZ5676 [OCIAML3]
3,LSPC-Primed,-0.2182179,-0.008353142,0.8272593465627113,OCIAML3,EPZ5676,DOT1L,wilcox,LSPC-Primed,-0.1896370338910093,EPZ5676 [OCIAML3]
4,Mono-like,-0.65465367,-0.16737004,0.5126907602619233,OCIAML3,EPZ5676,DOT1L,wilcox,Mono-like,-0.6680824220792302,EPZ5676 [OCIAML3]
5,cDC-like,-1.0910895,-0.14351173,0.27523352407483426,OCIAML3,EPZ5676,DOT1L,wilcox,cDC-like,-1.2901353632096608,EPZ5676 [OCIAML3]
6,PC2,-1.963961,1.0932244,0.049534613435626706,OCIAML3,EPZ5676,DOT1L,wilcox,PC2,-3.005083592450989,EPZ5676 [OCIAML3]
7,LSPC-Cycle,-1.963961,-0.45071182,0.049534613435626706,OCIAML3,EPZ5676,DOT1L,wilcox,LSPC-Cycle,-3.005083592450989,EPZ5676 [OCIAML3]
0,LSPC-Primed,1.963961,0.85256183,0.049534613435626706,OCIAML3,OTX015,BET,wilcox,LSPC-Primed,3.005083592450989,OTX015 [OCIAML3]
1,PC2,1.5275252,5.003924,0.12663045794761718,OCIAML3,OTX015,BET,wilcox,PC2,2.0664822141033747,OTX015 [OCIAML3]
2,Mono-like,0.65465367,0.2561247,0.5126907602619233,OCIAML3,OTX015,BET,wilcox,Mono-like,0.6680824220792302,OTX015 [OCIAML3]
3,LSPC-Cycle,0.65465367,0.07856043,0.5126907602619233,OCIAML3,OTX015,BET,wilcox,LSPC-Cycle,0.6680824220792302,OTX015 [OCIAML3]
4,cDC-like,-0.2182179,-0.019850936,0.8272593465627113,OCIAML3,OTX015,BET,wilcox,cDC-like,-0.1896370338910093,OTX015 [OCIAML3]
5,ProMono-like,-0.2182179,-0.13076021,0.8272593465627113,OCIAML3,OTX015,BET,wilcox,ProMono-like,-0.1896370338910093,OTX015 [OCIAML3]
6,LSPC-Quiescent,-1.963961,-26.909122,0.049534613435626706,OCIAML3,OTX015,BET,wilcox,LSPC-Quiescent,-3.005083592450989,OTX015 [OCIAML3]
7,GMP-like,-1.963961,-0.5288073,0.049534613435626706,OCIAML3,OTX015,BET,wilcox,GMP-like,-3.005083592450989,OTX015 [OCIAML3]
0,ProMono-like,1.963961,0.5333068,0.049534613435626706,OCIAML3,BAY1251152,CDK9,wilcox,ProMono-like,3.005083592450989,BAY1251152 [OCIAML3]
1,LSPC-Quiescent,1.5275252,0.9449611,0.12663045794761718,OCIAML3,BAY1251152,CDK9,wilcox,LSPC-Quiescent,2.0664822141033747,BAY1251152 [OCIAML3]
2,LSPC-Primed,-0.2182179,-0.1213573,0.8272593465627113,OCIAML3,BAY1251152,CDK9,wilcox,LSPC-Primed,-0.1896370338910093,BAY1251152 [OCIAML3]
3,GMP-like,-1.0910895,-0.27602687,0.27523352407483426,OCIAML3,BAY1251152,CDK9,wilcox,GMP-like,-1.2901353632096608,BAY1251152 [OCIAML3]
4,PC2,-1.963961,,0.049534613435626706,OCIAML3,BAY1251152,CDK9,wilcox,PC2,-3.005083592450989,BAY1251152 [OCIAML3]
5,cDC-like,-1.963961,-0.19435026,0.049534613435626706,OCIAML3,BAY1251152,CDK9,wilcox,cDC-like,-3.005083592450989,BAY1251152 [OCIAML3]
6,Mono-like,-1.963961,-0.51673,0.049534613435626706,OCIAML3,BAY1251152,CDK9,wilcox,Mono-like,-3.005083592450989,BAY1251152 [OCIAML3]
7,LSPC-Cycle,-1.963961,-0.4734512,0.049534613435626706,OCIAML3,BAY1251152,CDK9,wilcox,LSPC-Cycle,-3.005083592450989,BAY1251152 [OCIAML3]
0,PC2,1.963961,-0.8344371,0.049534613435626706,OCI-AML5,ARV-825,BET,wilcox,PC2,3.005083592450989,ARV-825 [OCI-AML5]
1,cDC-like,1.963961,0.37823936,0.049534613435626706,OCI-AML5,ARV-825,BET,wilcox,cDC-like,3.005083592450989,ARV-825 [OCI-AML5]
2,LSPC-Primed,1.963961,24.103241,0.049534613435626706,OCI-AML5,ARV-825,BET,wilcox,LSPC-Primed,3.005083592450989,ARV-825 [OCI-AML5]
3,LSPC-Cycle,1.963961,0.5900394,0.049534613435626706,OCI-AML5,ARV-825,BET,wilcox,LSPC-Cycle,3.005083592450989,ARV-825 [OCI-AML5]
4,GMP-like,-0.65465367,-0.048625406,0.5126907602619233,OCI-AML5,ARV-825,BET,wilcox,GMP-like,-0.6680824220792302,ARV-825 [OCI-AML5]
5,ProMono-like,-1.5275252,-0.88141793,0.12663045794761718,OCI-AML5,ARV-825,BET,wilcox,ProMono-like,-2.0664822141033747,ARV-825 [OCI-AML5]
6,Mono-like,-1.963961,-25.035515,0.049534613435626706,OCI-AML5,ARV-825,BET,wilcox,Mono-like,-3.005083592450989,ARV-825 [OCI-AML5]
7,LSPC-Quiescent,-1.963961,-0.9561959,0.049534613435626706,OCI-AML5,ARV-825,BET,wilcox,LSPC-Quiescent,-3.005083592450989,ARV-825 [OCI-AML5]
0,PC2,1.963961,-4.0295205,0.049534613435626706,OCI-AML5,OTX015,BET,wilcox,PC2,3.005083592450989,OTX015 [OCI-AML5]
1,cDC-like,1.963961,0.35987145,0.049534613435626706,OCI-AML5,OTX015,BET,wilcox,cDC-like,3.005083592450989,OTX015 [OCI-AML5]
2,LSPC-Primed,1.963961,26.112625,0.049534613435626706,OCI-AML5,OTX015,BET,wilcox,LSPC-Primed,3.005083592450989,OTX015 [OCI-AML5]
3,LSPC-Cycle,1.963961,0.74110645,0.049534613435626706,OCI-AML5,OTX015,BET,wilcox,LSPC-Cycle,3.005083592450989,OTX015 [OCI-AML5]
4,Mono-like,-1.5275252,-0.27661297,0.12663045794761718,OCI-AML5,OTX015,BET,wilcox,Mono-like,-2.0664822141033747,OTX015 [OCI-AML5]
5,ProMono-like,-1.963961,-24.645523,0.049534613435626706,OCI-AML5,OTX015,BET,wilcox,ProMono-like,-3.005083592450989,OTX015 [OCI-AML5]
6,LSPC-Quiescent,-1.963961,-2.2286732,0.049534613435626706,OCI-AML5,OTX015,BET,wilcox,LSPC-Quiescent,-3.005083592450989,OTX015 [OCI-AML5]
7,GMP-like,-1.963961,-0.16193159,0.049534613435626706,OCI-AML5,OTX015,BET,wilcox,GMP-like,-3.005083592450989,OTX015 [OCI-AML5]
